"host_since","host_is_superhost","neighbourhood_cleansed","room_type","accommodates","price","review_scores_rating","number_of_reviews","minimum_nights","reviews_per_month","bedrooms","beds","availability_30","last_review","license","instant_bookable","prop_type_simplified","price_4_nights"
2013-06-04,FALSE,"Remaining","Entire home/apt",3,149,4.71,7,3,0.14,2,2,0,2019-04-16,"no",FALSE,"Entire rental unit",596
2015-02-20,FALSE,"Remaining","Private room",2,70,5,1,1,0.02,1,1,0,2017-06-12,"no",FALSE,"Private room in rental unit",280
2014-02-11,FALSE,"Top 5","Entire home/apt",2,134,5,10,4,0.2,1,1,0,2020-03-09,"no",FALSE,"Entire rental unit",536
2013-04-17,FALSE,"Top 11-15","Entire home/apt",2,140,5,13,2,0.45,2,1,0,2017-06-17,"no",FALSE,"Entire rental unit",560
2017-06-05,FALSE,"Top 11-15","Entire home/apt",3,150,5,7,3,0.14,3,3,0,2017-06-26,"no",FALSE,"Entire rental unit",600
2014-08-24,FALSE,"Top 5","Entire home/apt",4,130,4.33,6,2,0.12,1,2,0,2017-09-02,"no",FALSE,"Entire rental unit",520
2016-05-01,TRUE,"Top 5","Private room",2,90,4.84,89,2,1.8,1,1,0,2019-08-30,"no",TRUE,"Other",360
2017-06-05,TRUE,"Top 6-10","Entire home/apt",4,300,4.88,17,2,0.33,2,4,0,2019-09-04,"yes",FALSE,"Entire rental unit",1200
2013-04-05,FALSE,"Top 5","Entire home/apt",4,100,5,14,3,0.28,2,4,0,2019-08-25,"no",FALSE,"Entire rental unit",400
2013-08-27,FALSE,"Top 6-10","Entire home/apt",2,139,4.83,7,2,0.14,1,1,0,2018-02-05,"no",TRUE,"Entire rental unit",556
2017-06-05,FALSE,"Top 6-10","Private room",2,85,4.89,27,1,0.58,1,1,0,2018-06-10,"no",TRUE,"Private room in rental unit",340
2014-12-09,FALSE,"Top 6-10","Entire home/apt",2,149,5,4,2,0.08,1,1,0,2017-09-19,"no",FALSE,"Entire rental unit",596
2014-07-21,FALSE,"Remaining","Entire home/apt",4,165,5,19,2,0.41,2,2,29,2017-10-24,"no",FALSE,"Entire residential home",660
2017-06-06,FALSE,"Top 5","Entire home/apt",4,297,4.55,20,1,17.65,3,3,4,2021-07-27,"yes",TRUE,"Entire rental unit",1188
2017-04-06,FALSE,"Top 5","Private room",2,65,2.5,2,2,0.04,1,1,0,2017-10-08,"no",TRUE,"Private room in rental unit",260
2015-11-08,FALSE,"Top 11-15","Entire home/apt",2,100,5,8,3,0.16,1,1,0,2019-06-03,"no",TRUE,"Entire rental unit",400
2014-02-05,FALSE,"Top 5","Entire home/apt",2,119,5,2,4,0.04,1,1,0,2017-10-16,"no",TRUE,"Entire rental unit",476
2015-02-20,FALSE,"Top 6-10","Entire home/apt",2,106,4.93,14,3,0.66,1,1,3,2019-12-02,"yes",FALSE,"Entire rental unit",424
2017-06-06,FALSE,"Top 6-10","Entire home/apt",2,157,4.85,26,2,1.94,1,1,28,2019-10-21,"no",FALSE,"Entire rental unit",628
2017-02-28,FALSE,"Top 11-15","Entire home/apt",4,150,4.67,8,4,0.16,3,4,0,2018-01-02,"no",FALSE,"Entire residential home",600
2012-06-28,FALSE,"Top 5","Entire home/apt",4,125,4.87,24,2,0.48,1,2,0,2019-08-29,"no",FALSE,"Entire rental unit",500
2015-08-18,FALSE,"Top 5","Private room",3,112,4.9,10,2,0.2,1,3,0,2017-07-01,"no",FALSE,"Private room in rental unit",448
2012-11-22,FALSE,"Top 11-15","Entire home/apt",4,265,4.86,14,3,0.48,2,2,0,2020-08-09,"yes",FALSE,"Entire rental unit",1060
2017-06-07,FALSE,"Top 11-15","Entire home/apt",3,179,5,1,2,0.02,2,2,0,2017-06-18,"no",FALSE,"Entire residential home",716
2014-12-12,FALSE,"Top 6-10","Entire home/apt",3,165,4.92,13,2,0.27,2,2,0,2018-05-06,"no",FALSE,"Entire rental unit",660
2016-02-25,TRUE,"Top 6-10","Entire home/apt",2,110,5,12,2,0.38,1,1,0,2019-02-06,"no",TRUE,"Entire rental unit",440
2017-06-08,FALSE,"Top 5","Entire home/apt",2,70,4.31,14,2,0.28,1,1,0,2017-07-13,"no",FALSE,"Entire residential home",280
2017-06-08,FALSE,"Top 5","Entire home/apt",4,225,2,2,2,0.04,4,4,0,2017-08-26,"no",FALSE,"Entire residential home",900
2016-07-25,FALSE,"Remaining","Entire home/apt",4,199,4.59,17,3,0.34,3,3,0,2020-01-03,"no",FALSE,"Entire residential home",796
2013-01-05,FALSE,"Top 5","Entire home/apt",4,140,4.86,9,2,0.18,1,2,0,2017-08-01,"no",FALSE,"Entire rental unit",560
2013-08-27,FALSE,"Top 5","Entire home/apt",2,140,5,1,3,0.02,2,2,0,2017-07-14,"no",FALSE,"Entire rental unit",560
2016-09-23,FALSE,"Top 11-15","Entire home/apt",2,85,4.5,4,2,0.09,1,1,0,2017-11-18,"no",FALSE,"Entire rental unit",340
2015-09-22,FALSE,"Top 6-10","Entire home/apt",3,195,5,14,1,0.29,1,2,0,2017-09-11,"no",FALSE,"Entire rental unit",780
2016-06-18,FALSE,"Remaining","Private room",2,160,4.65,56,3,1.12,1,1,29,2019-10-20,"no",TRUE,"Private room in rental unit",640
2017-06-09,FALSE,"Top 11-15","Entire home/apt",2,100,4.86,7,3,0.14,1,1,0,2017-10-10,"no",FALSE,"Entire rental unit",400
2016-12-04,FALSE,"Top 6-10","Entire home/apt",2,102,5,2,3,0.04,1,1,0,2017-08-10,"no",FALSE,"Entire rental unit",408
2014-11-15,FALSE,"Top 6-10","Entire home/apt",6,279,4.67,3,1,0.06,2,4,0,2017-08-06,"no",FALSE,"Entire rental unit",1116
2014-05-13,FALSE,"Top 6-10","Entire home/apt",2,99,4.67,16,3,0.34,1,1,0,2018-09-21,"no",FALSE,"Entire rental unit",396
2015-10-06,FALSE,"Top 11-15","Entire home/apt",2,99,5,5,2,0.1,1,1,0,2017-07-14,"yes",FALSE,"Entire residential home",396
2014-05-14,FALSE,"Top 5","Private room",4,450,4.83,6,3,0.15,2,2,27,2019-10-09,"no",FALSE,"Other",1800
2016-03-20,FALSE,"Top 5","Entire home/apt",4,425,4.84,50,2,1.05,2,2,18,2019-09-20,"no",FALSE,"Entire rental unit",1700
2015-04-07,FALSE,"Top 5","Entire home/apt",2,145,4.9,10,1,0.2,1,1,0,2017-07-25,"no",FALSE,"Entire rental unit",580
2014-06-05,FALSE,"Top 5","Entire home/apt",3,264,4.86,7,3,0.14,2,2,0,2018-09-18,"no",FALSE,"Other",1056
2017-06-09,FALSE,"Top 6-10","Entire home/apt",3,135,4.64,11,2,0.22,2,1,0,2017-09-21,"no",TRUE,"Entire rental unit",540
2014-05-12,FALSE,"Top 5","Private room",2,75,4.57,8,4,0.16,1,1,0,2018-05-20,"no",FALSE,"Private room in rental unit",300
2011-06-26,FALSE,"Top 5","Entire home/apt",5,200,4.67,34,2,0.79,2,3,0,2019-08-14,"yes",FALSE,"Entire rental unit",800
2016-05-03,FALSE,"Top 11-15","Private room",2,65,4.33,6,1,0.12,1,1,0,2017-08-08,"no",FALSE,"Private room in rental unit",260
2013-03-24,FALSE,"Top 6-10","Entire home/apt",3,139,4.92,13,2,0.29,2,2,0,2018-03-24,"no",TRUE,"Entire rental unit",556
2015-01-01,FALSE,"Top 11-15","Entire home/apt",2,85,5,1,4,0.02,1,1,0,2017-07-16,"no",FALSE,"Entire rental unit",340
2015-06-09,FALSE,"Top 6-10","Entire home/apt",2,145,4.95,19,2,0.39,1,1,0,2019-04-14,"no",TRUE,"Entire rental unit",580
2016-06-23,FALSE,"Top 5","Entire home/apt",4,255,5,2,2,0.04,3,4,0,2017-08-13,"no",FALSE,"Entire residential home",1020
2014-03-07,FALSE,"Top 6-10","Entire home/apt",2,110,4.95,19,2,0.44,1,1,0,2019-07-06,"no",FALSE,"Entire rental unit",440
2014-06-30,FALSE,"Top 6-10","Entire home/apt",2,99,5,11,4,0.25,1,1,0,2018-06-09,"no",FALSE,"Entire rental unit",396
2016-02-26,FALSE,"Top 5","Entire home/apt",2,73,5,8,4,0.16,1,1,0,2017-09-03,"no",FALSE,"Entire rental unit",292
2014-06-30,FALSE,"Top 6-10","Private room",2,82,4.96,77,2,1.55,1,1,0,2018-11-28,"no",FALSE,"Private room in rental unit",328
2012-09-28,FALSE,"Top 5","Entire home/apt",2,115,4.86,30,2,0.63,1,1,0,2018-10-22,"no",FALSE,"Entire rental unit",460
2015-09-24,TRUE,"Top 6-10","Entire home/apt",2,129,5,32,2,0.76,1,1,0,2019-04-22,"yes",FALSE,"Entire rental unit",516
2015-05-26,TRUE,"Top 5","Entire home/apt",2,102,4.95,21,2,0.45,1,1,0,2019-01-03,"no",FALSE,"Entire rental unit",408
2014-04-02,FALSE,"Top 5","Entire home/apt",3,130,4.8,22,3,0.43,1,2,0,2019-10-14,"no",TRUE,"Entire rental unit",520
2014-12-31,TRUE,"Top 5","Entire home/apt",4,123,4.8,45,1,0.9,1,2,0,2019-08-21,"yes",FALSE,"Entire rental unit",492
2014-06-16,FALSE,"Top 11-15","Entire home/apt",2,123,4,4,2,0.08,1,1,0,2017-06-25,"no",TRUE,"Entire rental unit",492
2013-07-31,FALSE,"Top 5","Entire home/apt",4,199,5,8,2,0.18,2,2,0,2019-07-08,"yes",FALSE,"Entire rental unit",796
2013-09-17,FALSE,"Top 6-10","Entire home/apt",4,120,5,9,2,0.24,2,2,0,2017-08-29,"no",FALSE,"Entire rental unit",480
2015-10-30,FALSE,"Top 5","Entire home/apt",4,160,4.88,9,2,0.18,2,2,0,2017-10-22,"no",TRUE,"Entire rental unit",640
2015-07-29,FALSE,"Top 6-10","Entire home/apt",4,135,5,32,2,0.65,2,4,0,2018-10-21,"no",FALSE,"Entire rental unit",540
2015-06-02,FALSE,"Top 6-10","Entire home/apt",6,249,4.74,23,3,0.51,3,3,0,2019-04-22,"no",TRUE,"Entire rental unit",996
2016-03-08,FALSE,"Top 6-10","Entire home/apt",4,200,5,4,2,0.09,2,2,0,2018-04-01,"no",FALSE,"Entire rental unit",800
2015-06-19,FALSE,"Top 5","Entire home/apt",2,125,4.67,3,3,0.06,1,1,0,2017-07-16,"no",FALSE,"Entire rental unit",500
2017-06-13,FALSE,"Remaining","Entire home/apt",2,120,5,2,2,0.04,1,1,0,2017-06-27,"no",FALSE,"Entire rental unit",480
2017-06-13,FALSE,"Top 6-10","Entire home/apt",2,100,4.27,11,3,0.22,1,1,0,2017-09-17,"no",FALSE,"Entire residential home",400
2017-06-13,FALSE,"Remaining","Entire home/apt",4,129,4.5,9,3,0.35,2,2,0,2019-08-14,"no",TRUE,"Entire rental unit",516
2014-04-27,FALSE,"Top 5","Entire home/apt",3,220,5,11,3,0.22,2,3,0,2018-07-29,"yes",FALSE,"Entire rental unit",880
2016-07-01,FALSE,"Top 5","Entire home/apt",2,65,4.67,12,3,0.25,1,1,0,2018-08-04,"no",FALSE,"Entire rental unit",260
2014-03-26,FALSE,"Top 5","Entire home/apt",2,457,4.88,10,3,0.28,2,1,0,2018-10-05,"no",TRUE,"Entire residential home",1828
2014-08-24,FALSE,"Top 6-10","Entire home/apt",2,90,5,28,3,0.57,1,2,0,2018-11-04,"no",FALSE,"Entire rental unit",360
2016-07-25,FALSE,"Top 5","Entire home/apt",4,275,5,2,3,0.04,2,3,0,2017-08-20,"no",FALSE,"Entire townhouse",1100
2012-06-04,FALSE,"Top 6-10","Private room",2,95,4.93,16,2,0.37,1,1,0,2018-05-26,"no",TRUE,"Private room in rental unit",380
2017-06-14,FALSE,"Top 6-10","Entire home/apt",4,184,5,1,3,0.02,2,2,0,2017-07-05,"no",FALSE,"Entire rental unit",736
2013-10-30,FALSE,"Remaining","Private room",2,77,4.59,37,2,0.78,1,1,0,2018-09-02,"no",FALSE,"Private room in rental unit",308
2016-07-12,FALSE,"Top 6-10","Entire home/apt",2,75,5,2,1,0.04,1,1,0,2017-07-06,"no",FALSE,"Other",300
2016-10-12,FALSE,"Top 5","Entire home/apt",4,440,4.87,15,2,1.08,2,2,16,2018-01-07,"yes",FALSE,"Entire rental unit",1760
2015-02-19,FALSE,"Top 6-10","Entire home/apt",4,200,4.9,10,3,0.39,3,3,0,2019-07-23,"no",FALSE,"Entire rental unit",800
2016-09-02,FALSE,"Remaining","Entire home/apt",2,130,4.97,34,1,0.67,1,1,0,2019-05-19,"no",TRUE,"Entire rental unit",520
2017-06-15,FALSE,"Top 5","Entire home/apt",4,237,4.6,25,1,0.94,2,2,0,2019-07-25,"no",TRUE,"Entire rental unit",948
2017-05-19,FALSE,"Top 5","Entire home/apt",4,255,5,3,3,0.06,3,4,0,2017-08-12,"no",FALSE,"Entire rental unit",1020
2015-04-30,FALSE,"Top 5","Private room",2,50,4.5,13,2,0.33,1,1,0,2017-07-28,"no",TRUE,"Private room in rental unit",200
2017-06-15,FALSE,"Top 6-10","Entire home/apt",4,201,4,1,3,0.02,3,4,0,2017-08-07,"no",FALSE,"Entire rental unit",804
2017-06-16,TRUE,"Top 5","Entire home/apt",2,259,5,25,3,0.52,1,1,3,2019-10-07,"yes",FALSE,"Other",1036
2013-08-07,FALSE,"Top 5","Shared room",2,65,5,1,2,0.02,1,2,0,2017-08-08,"no",FALSE,"Other",260
2017-06-16,FALSE,"Top 6-10","Entire home/apt",4,220,4.25,4,3,0.08,3,3,0,2017-08-12,"no",FALSE,"Entire rental unit",880
2012-10-27,FALSE,"Top 5","Entire home/apt",2,99,4.71,7,4,0.14,1,1,0,2018-01-14,"no",FALSE,"Entire rental unit",396
2014-03-18,FALSE,"Top 6-10","Entire home/apt",3,179,4.8,52,2,1.04,1,2,0,2019-09-25,"no",FALSE,"Entire rental unit",716
2017-06-17,FALSE,"Top 5","Entire home/apt",3,130,5,5,1,0.1,2,3,0,2017-07-16,"no",TRUE,"Entire townhouse",520
2017-06-17,FALSE,"Top 11-15","Entire home/apt",7,188,4.88,56,1,1.1,3,6,22,2021-07-09,"yes",TRUE,"Entire rental unit",752
2017-03-04,TRUE,"Top 5","Private room",3,191,4.87,97,2,1.96,1,2,0,2020-03-10,"yes",FALSE,"Private room in rental unit",764
2017-06-17,FALSE,"Top 6-10","Entire home/apt",4,120,5,1,4,0.02,1,1,0,2017-06-30,"no",TRUE,"Entire rental unit",480
2015-12-30,FALSE,"Top 5","Entire home/apt",6,475,5,1,3,0.02,3,3,0,2017-07-23,"no",TRUE,"Entire rental unit",1900
2015-12-03,FALSE,"Top 5","Entire home/apt",2,180,4.78,33,2,0.7,1,1,29,2019-11-18,"yes",FALSE,"Entire rental unit",720
2017-06-15,FALSE,"Top 6-10","Entire home/apt",2,105,4.45,11,2,0.29,2,1,0,2018-08-26,"no",FALSE,"Entire rental unit",420
2015-02-25,FALSE,"Top 11-15","Entire home/apt",2,118,5,9,3,0.18,1,2,0,2017-07-12,"no",FALSE,"Entire rental unit",472
2013-10-23,TRUE,"Top 6-10","Entire home/apt",2,140,4.96,26,3,1.09,1,1,0,2019-09-19,"yes",TRUE,"Entire rental unit",560
2017-04-24,TRUE,"Top 5","Entire home/apt",2,150,4.83,25,2,0.51,1,1,0,2019-07-14,"no",TRUE,"Entire rental unit",600
2017-06-18,FALSE,"Top 5","Entire home/apt",4,150,4.07,14,1,0.29,1,1,0,2017-09-23,"no",FALSE,"Entire rental unit",600
2017-01-16,FALSE,"Top 11-15","Entire home/apt",4,150,4.5,2,3,0.04,2,2,0,2017-08-20,"no",FALSE,"Entire rental unit",600
2013-10-27,FALSE,"Top 6-10","Entire home/apt",4,144,4.82,11,3,0.22,2,3,0,2018-04-23,"no",FALSE,"Entire rental unit",576
2014-04-29,FALSE,"Top 5","Entire home/apt",2,110,5,5,2,0.1,1,1,0,2017-08-06,"no",FALSE,"Entire rental unit",440
2016-08-09,FALSE,"Top 6-10","Entire home/apt",4,190,4.7,24,4,0.48,1,2,0,2019-03-18,"no",FALSE,"Entire rental unit",760
2017-06-19,FALSE,"Top 5","Entire home/apt",2,198,5,19,2,0.39,1,1,0,2019-10-20,"yes",TRUE,"Entire rental unit",792
2015-07-27,FALSE,"Top 11-15","Entire home/apt",2,100,4.95,40,1,0.83,1,1,0,2021-08-07,"yes",FALSE,"Entire rental unit",400
2017-06-20,TRUE,"Top 5","Entire home/apt",2,94,4.97,38,4,0.77,1,1,0,2019-04-25,"no",FALSE,"Entire rental unit",376
2016-07-27,FALSE,"Top 6-10","Entire home/apt",2,115,4.86,23,4,0.47,1,1,0,2019-04-28,"no",FALSE,"Entire rental unit",460
2017-06-20,FALSE,"Top 6-10","Entire home/apt",4,90,4.92,12,3,0.24,3,3,0,2021-07-13,"yes",FALSE,"Entire rental unit",360
2011-12-14,FALSE,"Top 11-15","Private room",2,70,4.75,9,3,0.2,1,1,0,2018-07-27,"no",TRUE,"Private room in rental unit",280
2016-09-19,TRUE,"Top 5","Entire home/apt",2,200,4.93,31,3,1.07,1,1,21,2020-03-08,"yes",FALSE,"Entire rental unit",800
2017-06-20,FALSE,"Top 6-10","Entire home/apt",4,146,4.58,14,2,0.28,2,2,0,2017-11-24,"no",FALSE,"Entire rental unit",584
2015-04-27,FALSE,"Top 5","Entire home/apt",4,130,4.87,15,2,0.41,1,2,0,2019-08-26,"no",TRUE,"Entire rental unit",520
2016-09-30,FALSE,"Top 5","Entire home/apt",2,169,5,4,2,0.08,1,1,14,2017-07-28,"yes",FALSE,"Entire rental unit",676
2014-07-28,FALSE,"Remaining","Entire home/apt",2,120,4.79,39,2,0.79,1,1,0,2019-09-17,"no",FALSE,"Entire rental unit",480
2013-01-24,FALSE,"Top 6-10","Entire home/apt",4,150,5,1,3,0.02,2,3,0,2017-07-23,"no",FALSE,"Entire rental unit",600
2015-06-14,FALSE,"Top 6-10","Entire home/apt",5,165,5,1,4,0.02,3,4,0,2017-08-02,"no",FALSE,"Entire rental unit",660
2016-05-12,FALSE,"Top 5","Entire home/apt",2,140,5,5,1,0.1,1,1,0,2017-11-06,"no",FALSE,"Entire rental unit",560
2017-05-22,FALSE,"Top 6-10","Entire home/apt",4,140,4.75,4,3,0.08,1,2,0,2017-08-13,"no",FALSE,"Entire rental unit",560
2011-12-02,FALSE,"Top 6-10","Entire home/apt",2,228,5,1,2,0.02,1,1,0,2017-06-28,"no",TRUE,"Entire rental unit",912
2013-01-15,TRUE,"Top 5","Entire home/apt",4,207,4.78,38,2,0.75,1,2,0,2019-06-19,"yes",FALSE,"Other",828
2017-06-21,FALSE,"Top 6-10","Entire home/apt",4,160,5,4,4,0.08,2,2,0,2017-08-06,"no",FALSE,"Entire rental unit",640
2017-06-21,FALSE,"Top 5","Entire home/apt",2,130,4.8,26,2,0.61,1,1,0,2019-06-10,"no",FALSE,"Entire rental unit",520
2017-06-21,FALSE,"Top 6-10","Entire home/apt",2,150,5,13,1,0.27,1,1,0,2017-11-08,"no",FALSE,"Entire rental unit",600
2015-09-29,FALSE,"Top 6-10","Entire home/apt",2,108,5,2,3,0.05,1,1,0,2018-05-21,"no",FALSE,"Entire rental unit",432
2017-06-22,FALSE,"Top 11-15","Entire home/apt",4,177,4.45,20,2,0.4,3,4,0,2019-07-18,"yes",FALSE,"Entire residential home",708
2017-03-04,FALSE,"Remaining","Entire home/apt",2,90,5,2,4,0.04,1,1,0,2017-06-28,"no",TRUE,"Entire rental unit",360
2017-05-03,FALSE,"Top 6-10","Entire home/apt",2,149,4.7,10,2,0.4,1,1,0,2021-07-19,"no",FALSE,"Entire rental unit",596
2015-06-01,FALSE,"Top 6-10","Entire home/apt",3,138,4.74,43,3,0.96,1,3,0,2020-01-27,"no",FALSE,"Entire rental unit",552
2017-06-22,FALSE,"Top 6-10","Entire home/apt",2,114,4.38,8,2,0.16,1,1,0,2017-08-20,"no",FALSE,"Entire rental unit",456
2017-06-22,FALSE,"Top 6-10","Entire home/apt",2,159,5,14,3,0.29,1,1,0,2020-01-02,"no",FALSE,"Entire rental unit",636
2013-10-02,TRUE,"Top 5","Private room",2,75,4.92,91,2,1.84,1,1,1,2019-12-01,"no",TRUE,"Other",300
2016-12-03,TRUE,"Top 11-15","Private room",2,91,4.88,93,3,1.88,1,2,30,2018-10-22,"yes",TRUE,"Other",364
2017-06-23,FALSE,"Top 6-10","Entire home/apt",4,200,4.94,18,2,0.4,3,3,0,2020-01-20,"yes",FALSE,"Entire townhouse",800
2016-02-23,FALSE,"Top 11-15","Entire home/apt",2,85,5,6,2,0.12,1,1,0,2017-08-07,"no",FALSE,"Entire rental unit",340
2013-10-07,FALSE,"Top 6-10","Entire home/apt",4,125,4.67,4,2,0.08,1,1,0,2017-08-22,"no",FALSE,"Entire townhouse",500
2019-03-27,FALSE,"Top 6-10","Entire home/apt",2,85,4.92,13,3,0.36,1,1,0,2019-08-31,"no",FALSE,"Entire rental unit",340
2011-06-12,FALSE,"Top 5","Entire home/apt",2,130,5,10,1,0.2,1,1,0,2017-08-27,"no",FALSE,"Entire rental unit",520
2013-03-06,FALSE,"Top 5","Entire home/apt",4,138,4.63,9,1,0.18,2,2,0,2017-10-28,"no",FALSE,"Entire rental unit",552
2016-04-28,FALSE,"Top 6-10","Entire home/apt",2,125,5,2,3,0.05,1,1,0,2018-05-20,"no",FALSE,"Entire rental unit",500
2015-06-12,FALSE,"Top 6-10","Entire home/apt",4,180,4.76,21,2,0.42,3,3,0,2019-03-15,"yes",FALSE,"Entire rental unit",720
2017-05-16,FALSE,"Top 11-15","Private room",2,45,4.35,163,3,3.22,1,1,0,2020-01-10,"no",FALSE,"Private room in rental unit",180
2014-06-23,FALSE,"Top 5","Entire home/apt",6,158,4.56,9,2,0.18,3,2,0,2019-10-21,"no",FALSE,"Entire rental unit",632
2017-06-12,FALSE,"Top 6-10","Private room",2,30,4.5,2,3,0.04,1,1,0,2017-10-26,"no",TRUE,"Private room in rental unit",120
2016-12-22,FALSE,"Top 11-15","Entire home/apt",3,109,4.69,17,3,0.36,2,2,0,2018-08-31,"no",FALSE,"Entire rental unit",436
2015-02-18,FALSE,"Top 6-10","Entire home/apt",3,160,5,9,3,0.18,2,3,0,2017-08-12,"yes",TRUE,"Entire rental unit",640
2017-06-25,FALSE,"Top 5","Entire home/apt",3,149,2.8,5,2,0.1,1,2,0,2017-08-01,"no",TRUE,"Entire rental unit",596
2014-07-22,FALSE,"Top 6-10","Entire home/apt",2,120,4.6,5,2,0.11,1,1,0,2018-09-16,"yes",FALSE,"Entire rental unit",480
2017-06-20,FALSE,"Top 11-15","Entire home/apt",4,125,4.15,14,1,0.28,2,2,0,2018-10-01,"no",FALSE,"Entire rental unit",500
2017-06-26,FALSE,"Top 6-10","Entire home/apt",2,99,4.82,11,2,0.27,1,1,0,2019-01-01,"no",TRUE,"Entire rental unit",396
2017-06-26,FALSE,"Top 11-15","Entire home/apt",4,200,5,2,2,0.04,2,2,0,2017-09-07,"no",FALSE,"Entire rental unit",800
2015-08-11,TRUE,"Top 5","Private room",4,245,4.84,249,1,5.11,2,2,25,2020-03-15,"yes",TRUE,"Other",980
2014-02-07,FALSE,"Top 6-10","Entire home/apt",4,289,4.71,18,2,0.62,3,3,0,2020-08-24,"yes",TRUE,"Other",1156
2012-08-26,FALSE,"Top 5","Entire home/apt",6,500,4.91,11,2,0.29,3,3,0,2019-08-08,"no",FALSE,"Entire rental unit",2000
2016-07-28,FALSE,"Remaining","Entire home/apt",2,110,4.79,32,2,0.68,1,1,28,2019-06-30,"yes",FALSE,"Entire rental unit",440
2013-08-01,FALSE,"Remaining","Entire home/apt",4,105,4.95,22,1,0.46,2,2,0,2017-10-10,"no",TRUE,"Entire rental unit",420
2014-10-08,FALSE,"Top 6-10","Entire home/apt",4,130,4.94,17,2,0.77,2,2,0,2018-01-21,"no",FALSE,"Entire rental unit",520
2012-04-23,FALSE,"Top 6-10","Entire home/apt",2,95,5,12,2,0.29,1,1,0,2019-10-28,"no",FALSE,"Entire rental unit",380
2014-07-25,TRUE,"Top 6-10","Entire home/apt",6,375,4.98,46,1,0.92,3,3,0,2020-02-24,"no",FALSE,"Other",1500
2012-05-23,FALSE,"Top 6-10","Entire home/apt",4,105,5,4,2,0.08,2,2,0,2018-03-13,"no",FALSE,"Entire rental unit",420
2012-06-04,FALSE,"Top 6-10","Entire home/apt",4,131,4.9,11,2,0.24,2,2,0,2018-04-23,"no",TRUE,"Entire rental unit",524
2016-02-23,FALSE,"Top 5","Entire home/apt",2,68,4.82,17,3,0.35,1,1,0,2018-01-15,"no",TRUE,"Entire rental unit",272
2017-06-27,FALSE,"Top 5","Entire home/apt",4,155,4.86,8,4,0.16,3,4,0,2019-08-07,"no",FALSE,"Entire residential home",620
2016-02-08,FALSE,"Top 5","Entire home/apt",2,150,5,4,4,0.08,1,1,0,2017-09-17,"no",FALSE,"Entire rental unit",600
2014-04-06,FALSE,"Top 5","Entire home/apt",2,150,4.77,22,3,0.49,1,1,0,2019-07-18,"no",FALSE,"Entire rental unit",600
2014-06-15,FALSE,"Top 5","Entire home/apt",4,250,5,6,2,0.31,2,2,0,2018-06-17,"no",FALSE,"Entire rental unit",1000
2017-06-28,TRUE,"Top 6-10","Entire home/apt",2,133,4.92,37,4,0.9,1,2,0,2019-12-11,"yes",FALSE,"Other",532
2015-01-30,FALSE,"Top 6-10","Entire home/apt",4,172,5,12,3,0.63,4,3,0,2019-08-22,"no",FALSE,"Entire townhouse",688
2016-09-26,FALSE,"Remaining","Entire home/apt",4,124,4.33,3,3,0.06,2,2,0,2017-08-13,"no",FALSE,"Entire rental unit",496
2015-01-28,FALSE,"Remaining","Private room",2,50,4.75,16,4,0.32,1,1,0,2017-10-30,"no",FALSE,"Other",200
2015-04-28,FALSE,"Top 6-10","Entire home/apt",4,250,4.95,21,2,0.6,2,2,0,2019-08-18,"yes",FALSE,"Entire rental unit",1000
2015-08-17,FALSE,"Top 6-10","Entire home/apt",2,150,4.92,13,4,0.5,1,1,0,2018-08-12,"no",FALSE,"Entire rental unit",600
2015-07-25,FALSE,"Top 6-10","Entire home/apt",3,130,4.73,15,3,0.66,1,2,0,2019-06-30,"no",FALSE,"Entire rental unit",520
2015-02-21,TRUE,"Top 5","Entire home/apt",4,180,4.92,67,1,1.32,1,1,0,2019-06-30,"no",FALSE,"Entire rental unit",720
2016-01-19,FALSE,"Top 5","Private room",2,43,4.67,6,1,0.12,1,1,0,2017-07-21,"no",TRUE,"Private room in rental unit",172
2013-07-02,FALSE,"Top 6-10","Entire home/apt",4,214,5,7,2,0.14,2,2,0,2018-07-01,"no",FALSE,"Entire rental unit",856
2014-07-20,FALSE,"Top 11-15","Entire home/apt",4,149,5,5,2,0.1,2,2,0,2017-09-19,"no",FALSE,"Entire rental unit",596
2014-03-13,FALSE,"Top 5","Entire home/apt",2,195,4.78,23,3,0.47,1,1,0,2018-06-18,"no",FALSE,"Other",780
2012-06-28,FALSE,"Top 6-10","Entire home/apt",2,220,5,1,3,0.02,1,1,0,2018-05-13,"no",TRUE,"Other",880
2014-10-23,FALSE,"Top 5","Private room",2,58,4.53,17,2,0.34,1,1,0,2017-07-05,"no",FALSE,"Private room in rental unit",232
2013-07-15,TRUE,"Top 5","Entire home/apt",4,200,4.81,36,3,0.72,3,2,0,2020-01-03,"yes",FALSE,"Entire townhouse",800
2017-02-26,FALSE,"Top 6-10","Entire home/apt",4,275,4.67,7,2,0.28,2,3,0,2018-05-14,"no",FALSE,"Entire rental unit",1100
2015-12-22,FALSE,"Top 6-10","Entire home/apt",2,120,4.67,9,2,0.23,1,1,0,2017-09-28,"no",TRUE,"Entire rental unit",480
2012-01-29,FALSE,"Top 11-15","Private room",3,70,4.77,141,3,2.97,1,2,11,2020-08-30,"yes",FALSE,"Private room in rental unit",280
2014-07-03,FALSE,"Top 5","Entire home/apt",4,345,5,20,3,0.41,3,4,0,2019-10-20,"yes",FALSE,"Entire rental unit",1380
